Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,13.13,14.91,20.10,40.59,74.80
Depreciation/Depletion,2.55,6.96,8.03,12.68,13.16
Non-Cash Items,-8.63,21.25,19.38,9.10,32.21
Cash Taxes Paid,0.00,6.83,4.45,8.08,28.36
Changes in Working Capital,11.36,9.11,4.35,-7.78,-64.49
Cash from Operating Activities,18.41,56.48,56.70,59.83,60.92
Capital Expenditures,-1.17,-3.55,-5.41,-2.28,-4.58
"Other Investing Cash Flow Items, Total",-2.65,-74.93,-55.25,18.74,0.06
Cash from Investing Activities,-3.82,-78.48,-60.67,16.46,-4.51
Total Cash Dividends Paid,-12.55,-8.77,-8.77,-42.61,-11.55
"Issuance (Retirement) of Stock, Net",0,10.00,-0.63,-4.33,-4.89
Cash from Financing Activities,-13.34,3.56,-12.08,-79.33,-56.66
Foreign Exchange Effects,1.05,-0.04,-0.28,-0.09,0.04
Net Change in Cash,2.29,-18.48,-16.33,-3.13,-0.21
