Fiscal Year,2015,2016,2017,2018,2019
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,281.84,248.13,83.37,43.65,14.72
Total Revenue,281.84,248.13,83.37,43.65,14.72
"Selling/General/Admin. Expenses, Total",76.47,58.32,28.84,40.15,11.65
Depreciation/Amortisation,1.84,2.37,0.60,0.01,0
Unusual Expense (Income),0.05,0.53,1.53,-0.82,0
"Other Operating Expenses, Total",-1.00,-1.89,-1.28,-1.09,-0.65
Total Operating Expense,291.98,255.76,99.45,82.92,22.77
Operating Income,-10.14,-7.63,-16.09,-39.26,-8.05
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-0.06,-0.03,-0.00
"Other, Net",0,0,0,0,0.00
Net Income Before Taxes,-10.14,-7.63,-16.15,-39.30,-8.05
Provision for Income Taxes,0.97,0.00,0.01,0.01,0.01
Net Income After Taxes,-11.11,-7.63,-16.16,-39.30,-8.05
Net Income Before Extra. Items,-11.11,-7.63,-16.16,-39.30,-8.05
Net Income,-11.11,-7.63,-47.93,-54.44,-8.05
Income Available to Com Excl ExtraOrd,-11.11,-7.63,-16.16,-39.30,-8.05
Income Available to Com Incl ExtraOrd,-11.11,-7.63,-47.93,-54.44,-8.05
Diluted Net Income,-11.11,-7.63,-47.93,-54.44,-8.05
Diluted Weighted Average Shares,40.54,40.50,40.09,40.05,40.05
Diluted EPS Excluding ExtraOrd Items,-0.27,-0.19,-0.40,-0.98,-0.20
DPS - Common Stock Primary Issue,0.07,0.05,0,0,0
Diluted Normalised EPS,-0.27,-0.18,-0.38,-0.99,-0.19
