Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,6767.26,5963.77,5964.78,7579.70,6574.34
Total Revenue,6767.26,5963.77,5964.78,7579.70,6574.34
"Selling/General/Admin. Expenses, Total",1155.38,1027.02,987.83,1237.60,1771.21
Depreciation/Amortisation,236.48,212.38,182.39,375.29,413.51
Unusual Expense (Income),0,748.83,99.71,-211.87,-32.38
"Other Operating Expenses, Total",376.13,-164.18,-535.35,201.30,104.44
Total Operating Expense,5972.05,5781.45,4909.62,6703.20,6565.94
Operating Income,795.21,182.32,1055.16,876.50,8.40
"Interest Inc.(Exp.),Net-Non-Op., Total",259.71,259.11,190.32,76.97,-263.09
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1054.92,441.43,1245.48,953.47,-254.69
Provision for Income Taxes,233.15,244.05,284.78,192.33,253.41
Net Income After Taxes,821.78,197.38,960.71,761.14,-508.09
Net Income Before Extra. Items,783.93,196.03,948.39,706.98,-505.86
Net Income,783.93,196.03,948.39,706.98,-505.86
Income Available to Com Excl ExtraOrd,783.93,196.03,948.39,706.98,-505.86
Income Available to Com Incl ExtraOrd,783.93,196.03,948.39,706.98,-505.86
Diluted Net Income,783.49,196.03,948.39,706.98,-505.86
Diluted Weighted Average Shares,1826.36,1829.70,1824.89,1825.37,1818.40
Diluted EPS Excluding ExtraOrd Items,0.43,0.11,0.52,0.39,-0.28
DPS - Common Stock Primary Issue,0.20,0.22,0.25,0.20,0.10
Diluted Normalised EPS,0.51,0.23,0.31,0.29,-0.29
