Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,25.02,19.67,18.64,19.25,20.31
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,25.02,19.67,18.64,19.25,20.31
"Accounts Receivable - Trade, Net",173.03,173.31,180.15,117.82,91.42
"Total Receivables, Net",173.03,173.31,180.15,117.82,91.42
Prepaid Expenses,15.70,10.31,12.30,12.38,16.09
"Other Current Assets, Total",1.04,1.06,1.04,1.11,0.00
Total Current Assets,270.12,267.74,271.33,204.41,180.40
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",106.47,89.64,81.97,70.24,76.05
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0.39,0.42,0.43,0.44,0.00
Total Assets,380.60,366.87,357.12,286.57,256.45
Accounts Payable,25.15,26.97,34.90,34.07,27.75
Accrued Expenses,19.44,16.42,14.66,14.22,13.55
Notes Payable/Short Term Debt,107.12,106.88,106.43,112.00,91.17
"Other Current liabilities, Total",0.88,0.95,1.04,13.50,1.72
Total Current Liabilities,152.63,151.22,157.02,173.79,135.49
Total Long Term Debt,61.50,45.50,27.50,0.00,0.76
Total Debt,168.65,152.38,133.93,112.00,93.24
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,4.10,10.50
Total Liabilities,214.13,196.72,184.52,177.89,146.75
"Common Stock, Total",133.56,133.56,133.56,133.56,133.56
Retained Earnings (Accumulated Deficit),32.92,36.59,39.05,-24.88,-23.87
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,166.47,170.15,172.60,108.68,109.69
Total Liabilities & Shareholders' Equity,380.60,366.87,357.12,286.57,256.45
Total Common Shares Outstanding,12.65,12.65,12.65,12.65,12.65
"Tangible Book Value per Share, Common Eq",13.16,13.45,13.64,8.59,8.67
