Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,498.76,515.60,531.84,376.87,398.44
Total Revenue,498.76,515.60,531.84,376.87,398.44
"Selling/General/Admin. Expenses, Total",45.43,40.23,42.91,75.28,51.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.95,0.00,0,0,0
"Other Operating Expenses, Total",1.80,-0.95,-0.44,8.02,-4.82
Total Operating Expense,480.76,501.83,518.01,433.31,389.90
Operating Income,17.99,13.77,13.83,-56.44,8.54
"Interest Inc.(Exp.),Net-Non-Op., Total",-10.03,-7.93,-6.86,-6.43,-5.51
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.97,5.85,6.97,-62.87,3.03
Provision for Income Taxes,3.33,2.55,3.49,1.96,2.97
Net Income After Taxes,4.64,3.29,3.48,-64.82,0.06
Net Income Before Extra. Items,4.64,3.29,3.48,-64.82,0.06
Net Income,4.64,3.29,3.48,-64.82,0.06
Income Available to Com Excl ExtraOrd,4.64,3.29,3.48,-64.82,0.06
Income Available to Com Incl ExtraOrd,4.64,3.29,3.48,-64.82,0.06
Diluted Net Income,4.64,3.29,3.48,-64.82,0.06
Diluted Weighted Average Shares,12.65,12.65,12.65,12.65,12.65
Diluted EPS Excluding ExtraOrd Items,0.37,0.26,0.27,-5.12,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.33,0.26,0.28,-5.12,0.01
