Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,496.62,860.03,943.24,846.91,112.98
Depreciation/Depletion,273.49,259.19,291.54,363.66,276.38
Non-Cash Items,196.28,17.50,24.27,37.32,-31.37
Cash Taxes Paid,64.38,78.25,181.32,207.41,143.19
Changes in Working Capital,175.23,95.44,-136.61,-188.14,-137.51
Cash from Operating Activities,1164.83,1255.88,1146.41,1085.88,246.51
Capital Expenditures,-138.14,-78.30,-122.10,-247.25,-92.74
"Other Investing Cash Flow Items, Total",-131.98,535.17,16.75,0.83,207.01
Cash from Investing Activities,-270.13,456.87,-105.35,-246.41,114.28
Total Cash Dividends Paid,-360.37,-360.75,-421.58,-422.00,-301.62
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-980.15,-2774.73,-663.59,-1105.48,-309.55
Foreign Exchange Effects,46.82,-67.55,2.86,-0.97,-4.40
Net Change in Cash,-38.63,-1129.53,380.33,-266.99,46.83
