Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2228.05,2392.56,2539.24,2480.34,1063.75
Total Revenue,2228.05,2392.56,2539.24,2480.34,1063.75
"Selling/General/Admin. Expenses, Total",214.21,219.52,246.06,255.49,148.23
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,2.63,0.71,22.86
"Other Operating Expenses, Total",-72.12,-36.96,5.38,-0.00,-2.15
Total Operating Expense,1680.64,1500.27,1564.04,1616.93,947.97
Operating Income,547.41,892.29,975.19,863.41,115.78
"Interest Inc.(Exp.),Net-Non-Op., Total",-47.92,-29.60,-29.55,-15.14,-2.00
"Other, Net",-2.87,-2.66,-2.40,-1.37,-0.80
Net Income Before Taxes,496.62,860.03,943.24,846.91,112.98
Provision for Income Taxes,112.07,174.47,187.85,158.30,43.74
Net Income After Taxes,384.55,685.56,755.39,688.60,69.24
Net Income Before Extra. Items,384.55,685.56,755.39,688.60,69.24
Net Income,384.55,685.56,755.39,688.60,69.24
Income Available to Com Excl ExtraOrd,266.35,601.00,755.39,688.60,69.24
Income Available to Com Incl ExtraOrd,266.35,601.00,755.39,688.60,69.24
Diluted Net Income,266.35,601.00,755.39,688.60,69.24
Diluted Weighted Average Shares,12038.68,12049.74,12056.01,12067.98,12109.10
Diluted EPS Excluding ExtraOrd Items,0.02,0.05,0.06,0.06,0.01
DPS - Common Stock Primary Issue,0.03,0.04,0.04,0.04,0.01
Diluted Normalised EPS,0.02,0.04,0.06,0.06,0.01
