Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,663.74,698.49,461.59,427.73,991.95
Short Term Investments,4299.70,3135.42,3752.65,3519.52,3002.13
Cash and Short Term Investments,4963.44,3833.90,4214.24,3947.25,3994.08
"Accounts Receivable - Trade, Net",156.91,95.94,94.60,98.29,19.96
"Total Receivables, Net",176.70,109.12,126.74,123.29,43.84
Prepaid Expenses,7.46,8.42,11.23,10.09,8.59
"Other Current Assets, Total",631.94,138.43,124.67,4.07,3.71
Total Current Assets,5841.05,4138.47,4525.69,4133.40,4094.01
"Property/Plant/Equipment, Total - Gross",7506.21,7548.04,7594.48,7733.81,7795.73
"Accumulated Depreciation, Total",-2264.62,-2479.19,-2737.44,-3066.75,-3342.42
"Property/Plant/Equipment, Total - Net",5241.59,5068.86,4857.05,4667.06,4453.31
"Goodwill, Net",83.05,83.05,83.05,83.05,83.05
"Intangibles, Net",63.27,41.76,20.26,69.83,48.24
Long Term Investments,214.27,271.59,279.38,295.49,101.40
Total Assets,11446.31,9606.83,9767.14,9250.08,8787.55
Accounts Payable,2.87,0.53,1.12,1.32,0.67
Accrued Expenses,174.97,241.21,220.60,228.22,142.10
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",269.17,421.31,434.63,469.84,316.50
Total Current Liabilities,632.61,866.18,862.71,703.37,463.25
Total Long Term Debt,978.43,1012.86,832.20,256.65,262.79
Total Debt,1164.02,1216.00,1038.57,260.65,266.77
Deferred Income Tax,300.10,283.36,288.73,231.38,225.53
"Other Liabilities, Total",4.91,2.86,2.16,1.08,0.42
Total Liabilities,1916.05,2165.27,1985.80,1192.49,951.99
"Common Stock, Total",5527.71,5527.71,5527.71,5527.71,5527.71
Retained Earnings (Accumulated Deficit),1726.60,1936.77,2281.81,2552.13,2324.83
Treasury Stock - Common,-66.73,-44.43,-35.35,-29.54,-23.49
Unrealised Gain (Loss),17.35,14.26,0.00,0,0
"Other Equity, Total",2325.34,7.26,7.18,7.30,6.51
Total Equity,9530.26,7441.56,7781.35,8057.59,7835.56
Total Liabilities & Shareholders' Equity,11446.31,9606.83,9767.14,9250.08,8787.55
Total Common Shares Outstanding,12014.38,12039.23,12050.00,12057.24,12064.81
"Tangible Book Value per Share, Common Eq",0.78,0.61,0.64,0.66,0.64
