Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,5083.00,5175.00,6659.00,7583.00,5368.00
Depreciation/Depletion,275.00,297.00,331.00,609.00,648.00
Non-Cash Items,-114.00,-588.00,-87.00,-133.00,-763.00
Cash Taxes Paid,809.00,709.00,891.00,635.00,1188.00
Changes in Working Capital,4193.00,-8006.00,-8189.00,3127.00,19628.00
Cash from Operating Activities,9437.00,-3122.00,-1286.00,11186.00,24881.00
Capital Expenditures,-321.00,-360.00,-533.00,-586.00,-547.00
"Other Investing Cash Flow Items, Total",57.00,5608.00,327.00,39.00,132.00
Cash from Investing Activities,-264.00,5248.00,-206.00,-547.00,-415.00
Total Cash Dividends Paid,-1037.00,-1375.00,-4432.00,-3931.00,-2411.00
"Issuance (Retirement) of Stock, Net",-60.00,0.00,-1803.00,-919.00,-1247.00
Cash from Financing Activities,-1282.00,-3469.00,-2871.00,-4964.00,-2369.00
Foreign Exchange Effects,163.00,-96.00,-109.00,39.00,170.00
Net Change in Cash,8054.00,-1439.00,-4472.00,5714.00,22267.00
