Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,0,0,0,0,0
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,0,0,0,0,0
Operating Income,0,0,0,0,0
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,5083.00,5175.00,6659.00,7583.00,5368.00
Provision for Income Taxes,723.00,671.00,1006.00,1154.00,612.00
Net Income After Taxes,4360.00,4504.00,5653.00,6429.00,4756.00
Net Income Before Extra. Items,4238.00,4371.00,5577.00,6391.00,4721.00
Net Income,4238.00,4371.00,5577.00,6391.00,4721.00
Income Available to Com Excl ExtraOrd,4188.00,4296.00,5491.00,6299.00,4606.00
Income Available to Com Incl ExtraOrd,4188.00,4296.00,5491.00,6299.00,4606.00
Diluted Net Income,4188.00,4296.00,5491.00,6299.00,4606.00
Diluted Weighted Average Shares,2517.00,2549.60,2559.46,2555.62,2543.23
Diluted EPS Excluding ExtraOrd Items,1.66,1.68,2.15,2.46,1.81
DPS - Common Stock Primary Issue,0.60,0.93,1.20,1.23,0.87
Diluted Normalised EPS,1.65,1.57,2.11,2.46,1.81
