Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.56,0.96,1.19,1.52,135.09
Depreciation/Depletion,5.17,4.58,4.79,5.81,7.96
Non-Cash Items,1.75,2.15,2.62,2.52,1.75
Cash Taxes Paid,0.26,0.33,0.67,0.55,1.54
Changes in Working Capital,-3.78,-5.32,-2.97,-5.47,-43.21
Cash from Operating Activities,4.70,2.37,5.63,4.37,101.59
Capital Expenditures,-4.46,-3.10,-5.31,-4.57,-8.40
"Other Investing Cash Flow Items, Total",1.26,-1.57,0.50,-0.08,2.22
Cash from Investing Activities,-3.20,-4.66,-4.81,-4.65,-6.18
Total Cash Dividends Paid,0,0,0,0,-4.67
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-1.81,2.45,1.97,-1.17,-16.32
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-0.31,0.15,2.79,-1.45,79.09
