Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,57.60,61.83,68.30,68.98,400.33
Total Revenue,57.60,61.83,68.30,68.98,400.33
"Selling/General/Admin. Expenses, Total",6.87,7.21,7.66,7.50,34.41
Depreciation/Amortisation,0,0,0,0,1.00
Unusual Expense (Income),0,0,0,0,-0.00
"Other Operating Expenses, Total",-0.40,-0.24,-0.45,-0.76,-0.38
Total Operating Expense,56.04,59.12,65.23,65.18,263.74
Operating Income,1.56,2.71,3.07,3.79,136.59
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.75,-1.89,-2.28,-1.50
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.56,0.96,1.19,1.52,135.09
Provision for Income Taxes,0.54,0.08,0.27,0.35,3.37
Net Income After Taxes,1.02,0.87,0.91,1.17,131.72
Net Income Before Extra. Items,1.02,0.88,0.91,1.16,131.71
Net Income,1.02,0.88,0.91,1.16,131.71
Income Available to Com Excl ExtraOrd,1.02,0.88,0.91,1.16,131.71
Income Available to Com Incl ExtraOrd,1.02,0.88,0.91,1.16,131.71
Diluted Net Income,1.02,0.88,0.91,1.16,131.71
Diluted Weighted Average Shares,549.41,549.41,549.41,549.41,549.41
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,0.00,0.00,0.24
DPS - Common Stock Primary Issue,0,0,0,0.00,0.05
Diluted Normalised EPS,0.00,0.00,0.00,0.00,0.24
