Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,20.34,29.51,28.72,6.29,-99.51
Depreciation/Depletion,1.58,5.72,9.81,31.14,30.53
Non-Cash Items,5.45,10.97,27.39,30.92,66.30
Cash Taxes Paid,1.96,5.16,9.78,8.54,2.83
Changes in Working Capital,-32.73,-62.48,-62.50,-62.81,-12.57
Cash from Operating Activities,9.43,0.67,14.45,32.59,2.16
Capital Expenditures,-9.72,-13.64,-5.34,-9.12,-5.23
"Other Investing Cash Flow Items, Total",-16.71,-60.03,-233.00,-17.80,-3.83
Cash from Investing Activities,-26.43,-73.67,-238.33,-26.92,-9.06
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",18.04,64.08,0.00,0,0
Cash from Financing Activities,37.91,140.61,150.30,3.84,-10.21
Foreign Exchange Effects,-0.18,-0.29,-0.04,0.02,-0.16
Net Change in Cash,20.73,67.32,-73.61,9.52,-17.26
