Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,62.99,64.76,90.05,95.23,109.89
Depreciation/Depletion,7.34,7.17,6.05,32.93,34.78
Non-Cash Items,-5.29,-1.40,-9.15,-7.58,3.58
Cash Taxes Paid,10.67,12.16,14.93,20.56,19.64
Changes in Working Capital,1.31,9.80,-21.51,-11.19,24.98
Cash from Operating Activities,66.54,80.65,66.05,110.15,174.40
Capital Expenditures,-9.42,-6.47,-19.11,-16.35,-12.66
"Other Investing Cash Flow Items, Total",0.00,-0.07,2.52,-100.91,-70.42
Cash from Investing Activities,-9.42,-6.54,-16.60,-117.26,-83.08
Total Cash Dividends Paid,-14.10,-14.10,-14.10,-21.15,-28.16
"Issuance (Retirement) of Stock, Net",0,0,0,-0.59,0.00
Cash from Financing Activities,-27.42,-15.10,-48.68,7.42,-24.22
Foreign Exchange Effects,1.26,-3.37,-0.30,1.84,-2.36
Net Change in Cash,30.95,55.65,0.48,2.16,64.74
