Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,322.45,681.68,269.25,768.25,220.59
Depreciation/Depletion,17.58,19.49,17.77,14.20,13.45
Non-Cash Items,84.01,74.38,117.08,-239.62,162.63
Cash Taxes Paid,67.16,69.47,7.44,23.80,48.68
Changes in Working Capital,-97.64,-160.42,-124.65,-132.18,25.72
Cash from Operating Activities,326.39,615.13,279.44,410.65,422.40
Capital Expenditures,-252.78,-259.13,-208.88,-253.62,-170.08
"Other Investing Cash Flow Items, Total",-98.60,-359.61,-284.19,-141.13,-109.69
Cash from Investing Activities,-351.37,-618.74,-493.07,-394.74,-279.77
Total Cash Dividends Paid,-29.86,-93.19,-46.03,-100.37,-133.21
"Issuance (Retirement) of Stock, Net",0,0.00,-25.92,0.00,-0.11
Cash from Financing Activities,-70.15,141.85,329.70,29.74,168.72
Foreign Exchange Effects,54.97,-74.17,-67.20,71.37,-21.26
Net Change in Cash,-40.16,64.07,48.88,117.00,290.09
