Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,879.10,1347.44,864.13,1172.87,910.48
Total Revenue,879.10,1347.44,864.13,1172.87,910.48
"Selling/General/Admin. Expenses, Total",236.89,276.44,265.16,269.58,238.29
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.02,-109.44,0.00,-370.34,-38.32
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,530.94,529.16,531.19,318.50,537.54
Operating Income,348.16,818.27,332.95,854.37,372.93
"Interest Inc.(Exp.),Net-Non-Op., Total",-42.75,-149.16,-73.10,-97.55,-154.27
"Other, Net",16.57,12.52,9.25,11.43,1.71
Net Income Before Taxes,322.45,681.68,269.25,768.25,220.59
Provision for Income Taxes,58.75,52.32,40.12,43.86,44.66
Net Income After Taxes,263.70,629.36,229.12,724.38,175.93
Net Income Before Extra. Items,114.91,353.89,119.03,387.52,100.66
Net Income,114.91,353.89,119.03,387.52,100.66
Income Available to Com Excl ExtraOrd,114.91,353.89,119.03,387.52,100.66
Income Available to Com Incl ExtraOrd,114.91,353.89,119.03,387.52,100.66
Diluted Net Income,114.91,353.89,119.03,387.52,100.66
Diluted Weighted Average Shares,4255.86,4255.86,4255.86,4255.86,4225.32
Diluted EPS Excluding ExtraOrd Items,0.03,0.08,0.03,0.09,0.02
DPS - Common Stock Primary Issue,0.00,0.02,0.00,0.00,0.00
Diluted Normalised EPS,0.03,0.06,0.03,0.01,0.02
