Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,0,0,0,0,0
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,0,0,0,0,0
Operating Income,0,0,0,0,0
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,16.64,26.40,28.73,22.12,23.24
Provision for Income Taxes,2.77,3.71,4.70,2.10,3.64
Net Income After Taxes,13.87,22.70,24.03,20.02,19.60
Net Income Before Extra. Items,13.87,22.70,24.03,20.02,19.60
Net Income,13.87,22.70,24.03,20.02,19.60
Income Available to Com Excl ExtraOrd,13.87,22.70,24.03,20.02,19.60
Income Available to Com Incl ExtraOrd,13.87,22.70,24.03,20.02,19.60
Diluted Net Income,13.87,22.70,24.03,20.02,19.60
Diluted Weighted Average Shares,157.63,157.63,157.63,157.63,157.63
Diluted EPS Excluding ExtraOrd Items,0.09,0.14,0.15,0.13,0.12
DPS - Common Stock Primary Issue,0.05,0.07,0.07,0.06,0.04
Diluted Normalised EPS,0.09,0.14,0.15,0.13,0.12
