Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,16.64,26.40,28.73,22.12,23.24
Depreciation/Depletion,0.76,0.71,1.06,1.14,1.85
Non-Cash Items,5.68,-2.78,-0.59,7.07,-8.55
Cash Taxes Paid,2.36,2.75,3.57,7.66,0.49
Changes in Working Capital,70.54,-179.77,96.30,-48.53,81.71
Cash from Operating Activities,93.62,-155.44,125.50,-18.20,98.25
Capital Expenditures,-0.43,-1.34,-5.46,-5.08,-1.06
"Other Investing Cash Flow Items, Total",10.84,9.48,-42.45,0.09,0.06
Cash from Investing Activities,10.41,8.14,-47.91,-4.99,-1.00
Total Cash Dividends Paid,-7.88,-7.88,-11.03,-11.03,-9.46
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-7.88,-7.88,-11.03,-11.07,-9.49
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,96.15,-155.19,66.55,-34.26,87.76
