Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.15,-1.43,-14.16,1.26,-5.02
Depreciation/Depletion,0.66,0.51,0.52,2.00,1.81
Non-Cash Items,-3.30,1.30,-0.38,-6.16,-0.47
Cash Taxes Paid,0.05,0.17,0.53,0.16,0.00
Changes in Working Capital,-16.78,-5.85,16.93,18.98,2.93
Cash from Operating Activities,-18.27,-5.47,3.18,16.08,-0.74
Capital Expenditures,-0.03,-9.53,-1.82,-3.47,-0.69
"Other Investing Cash Flow Items, Total",-3.68,11.97,11.69,-23.71,0.30
Cash from Investing Activities,-3.71,2.44,9.87,-27.18,-0.39
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,20.67,2.46,0.41,-1.49,0.36
Foreign Exchange Effects,-0.08,-0.11,-0.10,-0.10,0.43
Net Change in Cash,-1.40,-0.68,13.37,-12.68,-0.35
