Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.53,16.46,14.38,12.99,8.49
Total Revenue,15.53,16.46,14.38,12.99,8.49
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0.66,0.51,0.79,2.00,1.81
Unusual Expense (Income),-1.48,0.48,11.83,-4.64,1.17
"Other Operating Expenses, Total",3.29,4.23,3.83,3.09,1.60
Total Operating Expense,15.18,16.72,28.42,11.80,13.28
Operating Income,0.35,-0.26,-14.04,1.19,-4.79
"Interest Inc.(Exp.),Net-Non-Op., Total",0.79,-0.59,0.07,-0.11,-0.52
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.15,-0.84,-13.85,1.08,-5.07
Provision for Income Taxes,0.27,0.59,0.31,-0.18,-0.06
Net Income After Taxes,0.88,-1.43,-14.16,1.26,-5.02
Net Income Before Extra. Items,0.88,-1.65,-11.19,0.34,-4.11
Net Income,0.88,-1.65,-11.19,0.34,-4.11
Income Available to Com Excl ExtraOrd,0.88,-1.65,-11.19,0.34,-4.11
Income Available to Com Incl ExtraOrd,0.88,-1.65,-11.19,0.34,-4.11
Diluted Net Income,0.88,-1.65,-11.19,0.34,-4.11
Diluted Weighted Average Shares,387.75,387.75,387.75,387.75,387.75
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,-0.03,0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.01,-0.01,-0.01
