Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,Interim Report,Interim Report,ARS,ARS
Cash,19.46,0,0,22.64,0
Short Term Investments,26.55,0,0,12.65,0
Cash and Short Term Investments,46.01,43.60,45.29,35.29,19.58
"Accounts Receivable - Trade, Net",29.91,37.71,35.63,34.11,31.07
"Total Receivables, Net",31.97,41.87,40.60,37.72,35.38
Prepaid Expenses,0.88,0,0,1.76,2.63
"Other Current Assets, Total",1.48,0.42,0.00,0.13,1.32
Total Current Assets,111.57,119.08,124.78,115.35,113.66
"Property/Plant/Equipment, Total - Gross",76.80,0,0,93.55,0
"Accumulated Depreciation, Total",-40.15,0,0,-47.74,0
"Property/Plant/Equipment, Total - Net",36.65,36.54,40.95,45.81,74.88
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,6.09,6.07,6.05,6.03,5.26
Total Assets,154.45,162.45,172.57,167.50,194.70
Accounts Payable,7.36,7.28,7.47,8.09,6.98
Accrued Expenses,8.46,0,0,11.05,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",3.47,16.86,20.44,2.66,16.44
Total Current Liabilities,20.58,25.33,29.11,22.35,24.32
Total Long Term Debt,2.50,1.65,0.66,0.11,22.87
Total Debt,3.79,2.84,1.86,0.66,23.77
Deferred Income Tax,2.01,0.95,0.99,1.03,0.99
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,26.10,28.81,30.97,23.49,48.18
"Common Stock, Total",56.77,57.02,57.18,57.18,57.58
Retained Earnings (Accumulated Deficit),77.68,85.48,92.60,95.14,97.77
Treasury Stock - Common,0,0,0,0,-0.53
Unrealised Gain (Loss),1.87,-0.00,-0.00,-0.00,-0.00
"Other Equity, Total",-7.97,-8.85,-8.18,-8.32,-8.30
Total Equity,128.35,133.65,141.60,144.01,146.52
Total Liabilities & Shareholders' Equity,154.45,162.45,172.57,167.50,194.70
Total Common Shares Outstanding,241.29,242.04,242.54,242.54,242.06
"Tangible Book Value per Share, Common Eq",0.53,0.55,0.58,0.59,0.61
