Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,67.69,55.65,62.36,63.04,204.30
Depreciation/Depletion,10.62,9.90,9.35,16.22,15.48
Non-Cash Items,-2.15,0.78,-1.12,9.89,-147.90
Cash Taxes Paid,12.59,12.00,16.55,17.58,22.09
Changes in Working Capital,-10.63,-23.91,-49.94,57.37,-11.52
Cash from Operating Activities,65.75,42.65,20.86,147.15,61.55
Capital Expenditures,-2.03,-3.68,-13.65,-11.66,-3.73
"Other Investing Cash Flow Items, Total",-23.31,19.01,-79.49,-76.57,270.62
Cash from Investing Activities,-25.34,15.32,-93.14,-88.23,266.89
Total Cash Dividends Paid,-13.19,-13.06,-14.79,-10.99,-14.60
"Issuance (Retirement) of Stock, Net",-0.77,-31.52,0.00,-7.82,-2.75
Cash from Financing Activities,-20.52,-67.55,56.66,-21.05,-140.86
Foreign Exchange Effects,-2.46,-1.53,-2.90,-3.02,7.01
Net Change in Cash,17.43,-11.12,-18.52,34.85,194.59
