Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,58.13,70.86,68.82,62.22,63.00
Total Revenue,58.13,70.86,68.82,62.22,63.00
"Selling/General/Admin. Expenses, Total",10.62,9.99,9.86,11.11,15.75
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,-0.01,0.18,-0.01,0.05
"Other Operating Expenses, Total",-4.04,0.75,-0.66,-1.35,-2.21
Total Operating Expense,47.85,61.08,57.45,57.55,55.98
Operating Income,10.28,9.77,11.37,4.67,7.02
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.24,-0.00,-0.00,-0.20,-0.18
"Other, Net",0,0,0,0,0
Net Income Before Taxes,10.04,9.77,11.37,4.47,6.84
Provision for Income Taxes,1.18,0.53,0.68,1.11,1.27
Net Income After Taxes,8.87,9.24,10.69,3.36,5.57
Net Income Before Extra. Items,8.87,9.24,10.69,3.36,5.57
Net Income,8.87,9.24,10.69,3.36,5.57
Income Available to Com Excl ExtraOrd,8.87,9.24,10.69,3.36,5.57
Income Available to Com Incl ExtraOrd,8.87,9.24,10.69,3.36,5.57
Diluted Net Income,8.87,9.24,10.69,3.36,5.57
Diluted Weighted Average Shares,75.95,75.95,75.95,75.95,75.99
Diluted EPS Excluding ExtraOrd Items,0.12,0.12,0.14,0.04,0.07
DPS - Common Stock Primary Issue,0.15,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.12,0.12,0.14,0.04,0.11
