Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,10.04,9.77,11.37,4.47,6.84
Depreciation/Depletion,6.33,6.53,6.59,5.68,5.46
Non-Cash Items,-2.14,-5.43,-8.08,0.93,2.53
Cash Taxes Paid,2.09,2.16,1.27,1.33,1.20
Changes in Working Capital,-14.14,-12.38,3.77,-1.12,-1.20
Cash from Operating Activities,0.09,-1.50,13.64,9.96,13.63
Capital Expenditures,-1.87,-1.40,-2.82,-9.69,-2.77
"Other Investing Cash Flow Items, Total",-0.01,-0.00,-1.91,0.33,0.16
Cash from Investing Activities,-1.88,-1.40,-4.73,-9.36,-2.61
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-20.80,-0.09,-0.01,-1.02,-1.02
Foreign Exchange Effects,0.85,0,0,0,0
Net Change in Cash,-21.75,-2.99,8.90,-0.42,10.00
