Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.58,-2.94,-1.32,-1.24,2.29
Depreciation/Depletion,0.89,1.04,1.07,1.06,0.85
Non-Cash Items,-1.72,3.16,1.12,0.32,0.25
Cash Taxes Paid,0.07,0.25,0.01,-0.02,0.00
Changes in Working Capital,-0.27,1.95,-0.58,0.65,-3.71
Cash from Operating Activities,1.48,3.21,0.29,0.80,-0.31
Capital Expenditures,-0.62,-0.50,-0.13,-0.05,-0.05
"Other Investing Cash Flow Items, Total",-0.68,-0.38,-0.37,0.00,0
Cash from Investing Activities,-1.30,-0.87,-0.50,-0.05,-0.05
Total Cash Dividends Paid,-1.22,-1.22,0.00,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,-0.09,0.00,0
Cash from Financing Activities,-1.04,-1.45,-1.13,-1.91,0.57
Foreign Exchange Effects,0.00,0.09,-0.01,-0.00,0.01
Net Change in Cash,-0.85,0.97,-1.35,-1.17,0.23
