Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,390.82,466.29,460.84,513.81,436.72
Total Revenue,390.82,466.29,460.84,513.81,436.72
"Selling/General/Admin. Expenses, Total",56.48,60.43,60.40,43.60,35.66
Depreciation/Amortisation,5.26,1.10,5.49,28.99,27.72
Unusual Expense (Income),0.39,0.16,0.48,0.05,0
"Other Operating Expenses, Total",10.02,16.80,10.87,13.02,8.01
Total Operating Expense,373.33,436.61,421.46,459.84,381.02
Operating Income,17.49,29.68,39.38,53.98,55.69
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.68,-1.12,-0.45,-1.08,-1.35
"Other, Net",0,0,0,0,0
Net Income Before Taxes,15.92,28.70,39.18,53.13,54.34
Provision for Income Taxes,3.46,5.60,8.42,11.45,11.53
Net Income After Taxes,12.47,23.09,30.76,41.68,42.82
Net Income Before Extra. Items,11.80,22.35,28.97,39.30,39.55
Net Income,11.80,22.35,28.97,39.30,39.55
Income Available to Com Excl ExtraOrd,11.80,22.35,28.97,39.30,39.55
Income Available to Com Incl ExtraOrd,11.80,22.35,28.97,39.30,39.55
Diluted Net Income,11.80,22.35,28.97,39.30,39.55
Diluted Weighted Average Shares,165.58,165.58,165.58,165.58,165.58
Diluted EPS Excluding ExtraOrd Items,0.07,0.13,0.17,0.24,0.24
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.06,0.02
Diluted Normalised EPS,0.07,0.14,0.18,0.24,0.24
