Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,15.92,28.70,39.18,53.13,54.34
Depreciation/Depletion,5.26,5.96,5.49,28.99,27.72
Non-Cash Items,2.73,2.10,1.26,1.42,2.47
Cash Taxes Paid,2.15,4.60,6.83,10.01,10.20
Changes in Working Capital,11.64,18.62,37.24,3.61,14.04
Cash from Operating Activities,35.56,55.38,83.17,87.15,98.57
Capital Expenditures,-6.62,-5.83,-2.93,-2.94,-2.80
"Other Investing Cash Flow Items, Total",0.28,0.24,-4.06,1.37,-53.70
Cash from Investing Activities,-6.34,-5.59,-6.98,-1.58,-56.50
Total Cash Dividends Paid,-3.31,-4.97,-7.45,-9.11,-10.76
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-24.64,-35.96,-30.43,-53.92,-24.96
Foreign Exchange Effects,-0.05,-0.10,0.04,1.44,-1.49
Net Change in Cash,4.53,13.73,45.80,33.10,15.64
