Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,104.70,106.25,109.29,111.09,134.21
Total Revenue,104.70,106.25,109.29,111.09,134.21
"Selling/General/Admin. Expenses, Total",15.86,25.74,26.57,25.44,34.00
Depreciation/Amortisation,6.55,0,0,0,0
Unusual Expense (Income),-0.06,0.41,-0.38,-0.08,-4.76
"Other Operating Expenses, Total",-2.67,-1.91,-2.46,-2.25,-3.39
Total Operating Expense,96.67,104.42,104.21,105.84,88.51
Operating Income,8.04,1.84,5.08,5.25,45.70
"Interest Inc.(Exp.),Net-Non-Op., Total",8.19,1.31,1.13,3.68,-16.38
"Other, Net",0,0,0,0,0
Net Income Before Taxes,16.23,3.14,6.21,8.93,29.32
Provision for Income Taxes,1.13,0.38,0.44,0.20,4.63
Net Income After Taxes,15.10,2.77,5.77,8.72,24.69
Net Income Before Extra. Items,15.09,2.31,5.41,8.19,24.14
Net Income,15.09,2.31,5.41,8.19,24.14
Income Available to Com Excl ExtraOrd,15.09,2.31,5.41,8.19,24.14
Income Available to Com Incl ExtraOrd,15.09,2.31,5.41,8.19,24.14
Diluted Net Income,15.09,2.31,5.41,8.19,24.14
Diluted Weighted Average Shares,361.33,360.31,392.20,402.45,402.45
Diluted EPS Excluding ExtraOrd Items,0.04,0.01,0.01,0.02,0.06
DPS - Common Stock Primary Issue,0.01,0.00,0.00,0.01,0.01
Diluted Normalised EPS,0.04,0.01,0.02,0.02,0.05
