Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,364.44,342.26,252.99,312.88,243.64
Total Revenue,364.44,342.26,252.99,312.88,243.64
"Selling/General/Admin. Expenses, Total",23.37,27.90,20.85,23.09,16.13
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-1.47,-0.61,21.99,93.65,3.11
"Other Operating Expenses, Total",6.48,53.30,15.85,76.01,3.09
Total Operating Expense,363.92,413.53,296.04,491.40,253.30
Operating Income,0.52,-71.27,-43.05,-178.52,-9.66
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-26.53,36.84,-11.60
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.52,-71.27,-69.58,-141.68,-21.26
Provision for Income Taxes,-0.42,2.03,3.20,4.20,-2.88
Net Income After Taxes,0.94,-73.31,-72.79,-145.88,-18.38
Net Income Before Extra. Items,1.99,-71.66,-71.36,-141.03,-23.63
Net Income,1.99,-71.66,-71.36,-141.03,-23.63
Income Available to Com Excl ExtraOrd,1.99,-71.66,-71.36,-141.03,-23.63
Income Available to Com Incl ExtraOrd,1.99,-71.66,-71.36,-141.03,-23.63
Diluted Net Income,1.99,-71.66,-71.36,-141.03,-23.63
Diluted Weighted Average Shares,422.95,533.14,629.27,629.27,629.27
Diluted EPS Excluding ExtraOrd Items,0.00,-0.13,-0.11,-0.22,-0.04
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.11,-0.09,-0.13,-0.03
