Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.52,-71.27,-69.58,-141.68,-21.26
Depreciation/Depletion,56.56,64.01,62.83,61.06,59.54
Non-Cash Items,28.46,78.74,70.00,130.40,23.74
Cash Taxes Paid,0.23,0.58,1.58,0.50,0.53
Changes in Working Capital,-80.50,13.63,23.00,12.92,-21.55
Cash from Operating Activities,5.87,85.92,87.02,63.36,41.04
Capital Expenditures,-97.16,-29.49,-30.97,-10.18,-10.35
"Other Investing Cash Flow Items, Total",14.86,4.95,17.02,38.80,7.33
Cash from Investing Activities,-82.30,-24.54,-13.95,28.62,-3.01
Total Cash Dividends Paid,-1.68,0.00,0,0,0
"Issuance (Retirement) of Stock, Net",0,24.96,0,0,0
Cash from Financing Activities,23.94,-60.58,-82.10,-97.59,-27.57
Foreign Exchange Effects,-0.75,-0.52,-0.08,-0.04,0.04
Net Change in Cash,-53.24,0.28,-9.11,-5.64,10.50
