Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,PRESS,PRESS,PRESS
Net Income/Starting Line,3.28,-109.39,-18.69,0.36,9.72
Depreciation/Depletion,0.14,5.63,6.57,7.76,9.26
Non-Cash Items,-0.33,126.11,22.55,2.20,6.18
Cash Taxes Paid,3.89,4.50,3.75,-0.97,2.35
Changes in Working Capital,-13.93,25.88,-3.35,1.18,-55.24
Cash from Operating Activities,-10.76,48.75,7.09,11.50,-30.07
Capital Expenditures,-0.52,-4.18,-5.79,-5.17,-11.76
"Other Investing Cash Flow Items, Total",-7.17,-5.80,0.01,0.46,-7.72
Cash from Investing Activities,-7.69,-9.99,-5.78,-4.70,-19.47
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-2.11,-38.85,-2.57,-1.20,14.69
Foreign Exchange Effects,-0.02,0.10,-0.80,0.35,-1.14
Net Change in Cash,-20.57,0.02,-2.05,5.95,-35.99
