Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,17.89,21.88,11.55,8.92,15.55
"Accounts Receivable - Trade, Net",12.00,14.37,4.64,2.36,2.56
"Total Receivables, Net",12.00,14.37,4.64,2.36,3.03
Prepaid Expenses,0.23,0.82,0.41,0.26,0.34
"Other Current Assets, Total",0.00,0,36.56,0.00,0
Total Current Assets,44.68,53.53,56.20,14.62,21.04
"Property/Plant/Equipment, Total - Gross",0,0,0,0,11.01
"Accumulated Depreciation, Total",0,0,0,0,-8.72
"Property/Plant/Equipment, Total - Net",1.63,2.26,0.99,3.47,2.29
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",2.92,3.64,0.00,0,0
Long Term Investments,8.95,8.76,8.57,8.38,8.19
Total Assets,59.57,69.52,65.76,26.47,31.52
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",1.53,2.00,10.72,0.51,0.82
Total Current Liabilities,14.26,18.32,21.76,3.63,4.37
Total Long Term Debt,0.12,0.07,0.00,1.80,1.23
Total Debt,3.75,0.12,7.00,2.83,2.11
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,14.37,18.39,21.76,5.43,5.60
"Common Stock, Total",46.62,47.05,47.74,28.29,28.29
Retained Earnings (Accumulated Deficit),-1.42,4.08,-3.74,-7.25,-2.23
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,-0.15
Total Equity,45.20,51.13,44.01,21.05,25.92
Total Liabilities & Shareholders' Equity,59.57,69.52,65.76,26.47,31.52
Total Common Shares Outstanding,224.61,229.29,233.92,240.11,240.11
"Tangible Book Value per Share, Common Eq",0.19,0.21,0.19,0.09,0.11
