Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,35.53,12.32,18.71,9.82,10.00
Total Revenue,35.53,12.32,18.71,9.82,10.00
"Selling/General/Admin. Expenses, Total",11.28,3.64,3.69,6.92,3.03
Depreciation/Amortisation,0.48,0.23,0.49,1.33,1.34
Unusual Expense (Income),0.00,-0.07,0.00,0.08,-0.78
"Other Operating Expenses, Total",-0.80,-0.86,-1.37,-0.88,-0.97
Total Operating Expense,40.08,13.69,19.62,18.11,12.94
Operating Income,-4.56,-1.37,-0.91,-8.29,-2.93
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.07,-0.04,-0.20,-0.26
"Other, Net",0,-0.03,0.00,-1.53,0
Net Income Before Taxes,-4.56,-1.47,-0.95,-10.02,-3.19
Provision for Income Taxes,0.94,0.11,1.08,-0.09,0.00
Net Income After Taxes,-5.50,-1.57,-2.03,-9.94,-3.19
Net Income Before Extra. Items,-5.50,-1.57,-2.03,-9.94,-3.19
Net Income,-5.50,6.01,-6.12,41.47,4.83
Income Available to Com Excl ExtraOrd,-5.50,-1.57,-2.03,-9.94,-3.19
Income Available to Com Incl ExtraOrd,-5.50,6.01,-6.12,41.47,4.83
Diluted Net Income,-5.50,6.01,-6.12,41.47,4.83
Diluted Weighted Average Shares,224.28,226.96,231.37,238.48,240.11
Diluted EPS Excluding ExtraOrd Items,-0.02,-0.01,-0.01,-0.04,-0.01
DPS - Common Stock Primary Issue,0.00,0.01,0.00,0.19,0
Diluted Normalised EPS,-0.02,-0.01,-0.01,-0.04,-0.02
