Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-4.56,-1.47,-0.95,-10.02,-3.19
Depreciation/Depletion,0.66,0.85,1.20,1.26,1.33
Non-Cash Items,0.23,8.12,-3.60,-1.10,0.03
Cash Taxes Paid,1.54,0.01,0.86,-0.01,0.00
Changes in Working Capital,5.85,2.22,-1.70,2.54,1.17
Cash from Operating Activities,2.67,9.76,-5.03,-7.32,-0.67
Capital Expenditures,-3.34,-3.40,-3.86,-0.61,-0.03
"Other Investing Cash Flow Items, Total",0.23,1.50,0.76,69.20,8.33
Cash from Investing Activities,-3.11,-1.91,-3.10,68.60,8.30
Total Cash Dividends Paid,-1.12,-0.57,-1.73,-45.00,0.00
"Issuance (Retirement) of Stock, Net",0.07,0.41,0.69,0.96,0.00
Cash from Financing Activities,-2.10,-3.87,5.80,-71.91,-1.00
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-2.54,3.99,-2.33,-10.63,6.63
