Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1262.79,1335.67,1403.67,1410.54,1520.85
Total Revenue,1262.79,1335.67,1403.67,1410.54,1520.85
"Selling/General/Admin. Expenses, Total",74.92,91.73,87.68,103.25,113.15
Depreciation/Amortisation,6.33,7.60,7.85,5.63,9.14
Unusual Expense (Income),-18.29,17.12,12.25,-21.85,36.44
"Other Operating Expenses, Total",1.05,-19.61,-16.35,-10.66,-22.59
Total Operating Expense,1213.79,1313.98,1370.92,1375.70,1537.41
Operating Income,49.00,21.69,32.76,34.84,-16.56
"Interest Inc.(Exp.),Net-Non-Op., Total",-39.20,-31.15,-25.70,-25.37,-18.95
"Other, Net",0,0,0,0,0
Net Income Before Taxes,9.80,-9.46,7.05,9.47,-35.51
Provision for Income Taxes,2.25,3.29,1.34,4.12,0.27
Net Income After Taxes,7.55,-12.75,5.71,5.34,-35.78
Net Income Before Extra. Items,6.30,-15.78,5.64,4.37,-36.06
Net Income,6.30,-15.78,5.64,4.37,-36.06
Income Available to Com Excl ExtraOrd,6.30,-15.78,5.64,4.37,-36.06
Income Available to Com Incl ExtraOrd,6.30,-15.78,5.64,4.37,-36.06
Diluted Net Income,6.30,-15.78,5.64,4.37,-36.06
Diluted Weighted Average Shares,432.95,432.95,434.00,432.95,432.95
Diluted EPS Excluding ExtraOrd Items,0.01,-0.04,0.01,0.01,-0.08
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,0.04,-0.02,-0.03
