Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,9.80,-9.46,7.05,9.47,-35.51
Depreciation/Depletion,63.29,67.52,65.85,76.66,83.27
Non-Cash Items,20.03,47.72,38.72,-1.32,49.48
Cash Taxes Paid,5.58,2.33,2.90,3.66,0.19
Changes in Working Capital,-48.93,-90.29,262.88,-322.71,-13.26
Cash from Operating Activities,44.19,15.48,374.50,-237.90,83.98
Capital Expenditures,-53.65,-50.53,-48.92,-89.43,-80.99
"Other Investing Cash Flow Items, Total",97.90,78.83,-227.63,259.83,30.30
Cash from Investing Activities,44.25,28.30,-276.55,170.39,-50.69
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-73.93,4.63,-153.80,-50.24,32.21
Foreign Exchange Effects,0,-0.19,0.33,0.35,1.44
Net Change in Cash,14.51,48.23,-55.52,-117.40,66.94
