Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,247.16,232.39,0,0,0
Short Term Investments,139.35,140.46,0,0,0
Cash and Short Term Investments,386.50,372.85,276.87,159.47,208.76
"Accounts Receivable - Trade, Net",92.51,98.10,122.71,114.60,86.58
"Total Receivables, Net",123.98,118.27,133.01,126.90,98.02
Prepaid Expenses,31.47,19.77,19.24,30.90,31.05
"Other Current Assets, Total",9.53,2.36,313.69,58.47,164.01
Total Current Assets,725.15,728.15,896.34,545.35,643.64
"Property/Plant/Equipment, Total - Gross",1205.73,1199.58,1093.49,1315.45,987.71
"Accumulated Depreciation, Total",-376.45,-414.41,-387.43,-423.24,-415.67
"Property/Plant/Equipment, Total - Net",829.28,785.17,706.06,892.21,572.04
"Goodwill, Net",56.78,56.78,56.78,56.36,56.36
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,2.74,2.23,1.74,195.62
Total Assets,1729.13,1686.67,1763.91,1496.52,1468.24
Accounts Payable,308.57,263.54,507.16,205.55,148.51
Accrued Expenses,43.76,43.03,51.65,42.74,38.49
Notes Payable/Short Term Debt,0.00,0.00,0.00,26.85,76.38
"Other Current liabilities, Total",111.47,129.12,92.90,119.67,218.37
Total Current Liabilities,992.81,961.01,1074.58,759.30,770.53
Total Long Term Debt,30.00,31.76,0.26,46.89,37.43
Total Debt,559.00,557.08,423.15,438.23,402.59
Deferred Income Tax,7.09,6.21,5.33,4.45,3.58
"Other Liabilities, Total",20.70,21.50,18.62,15.21,21.46
Total Liabilities,1078.70,1051.61,1124.84,852.87,860.29
"Common Stock, Total",112.18,112.18,112.18,112.18,112.18
Retained Earnings (Accumulated Deficit),281.18,265.40,269.83,274.20,238.14
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0.41,-0.01,0.21,0.56
Total Equity,650.43,635.06,639.07,643.65,607.96
Total Liabilities & Shareholders' Equity,1729.13,1686.67,1763.91,1496.52,1468.24
Total Common Shares Outstanding,432.95,432.95,432.95,432.95,432.95
"Tangible Book Value per Share, Common Eq",1.37,1.34,1.34,1.36,1.27
