Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1.95,2.08,3.18,4.51,6.44
Total Revenue,1.95,2.08,3.18,4.51,6.44
"Selling/General/Admin. Expenses, Total",2.31,3.17,4.13,3.97,4.03
Depreciation/Amortisation,0.08,0.11,0.17,0.32,0.83
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",2.11,0.13,-0.07,-0.06,-0.13
Total Operating Expense,5.66,4.48,5.72,6.02,6.91
Operating Income,-3.71,-2.40,-2.54,-1.51,-0.47
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-0.41,-0.41,-0.58
"Other, Net",0,0,-0.01,-0.10,-0.23
Net Income Before Taxes,-3.71,-2.40,-2.96,-2.02,-1.28
Provision for Income Taxes,0.00,0.23,0.03,0.10,0.05
Net Income After Taxes,-3.71,-2.63,-2.98,-2.12,-1.32
Net Income Before Extra. Items,-3.92,-2.72,-3.17,-2.22,-1.09
Net Income,-3.92,-2.72,-3.17,-2.22,-1.09
Income Available to Com Excl ExtraOrd,-3.92,-2.72,-3.17,-2.22,-1.09
Income Available to Com Incl ExtraOrd,-3.92,-2.72,-3.17,-2.22,-1.09
Diluted Net Income,-3.92,-2.72,-3.17,-2.22,-1.09
Diluted Weighted Average Shares,2551.69,2622.52,2651.69,3111.69,3111.69
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
