Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-3.71,-2.40,-2.96,-2.02,-1.28
Depreciation/Depletion,1.23,1.32,1.34,1.54,2.47
Non-Cash Items,2.05,-0.01,0.39,0.43,0.55
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,-0.26,-0.49,-1.28,-0.78,0.15
Cash from Operating Activities,-0.63,-1.49,-2.45,-0.81,1.92
Capital Expenditures,-1.56,-0.27,-31.13,-5.64,-1.92
"Other Investing Cash Flow Items, Total",1.10,0.82,15.67,0.05,0.14
Cash from Investing Activities,-0.45,0.54,-15.47,-5.59,-1.78
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.70,0,0,0
Cash from Financing Activities,-1.08,1.62,18.31,5.26,0.56
Foreign Exchange Effects,-0.04,0.00,-0.00,-0.01,0.00
Net Change in Cash,-2.21,0.67,0.38,-1.15,0.70
