Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,91.85,86.84,83.08,82.30,79.05
Total Revenue,91.85,86.84,83.08,82.30,79.05
"Selling/General/Admin. Expenses, Total",4.66,2.61,2.39,2.28,2.20
Depreciation/Amortisation,10.59,10.36,10.09,13.45,13.87
Unusual Expense (Income),0.04,0.00,0.04,0,-0.83
"Other Operating Expenses, Total",4.10,5.91,6.10,6.04,4.85
Total Operating Expense,84.35,78.40,73.73,71.51,66.12
Operating Income,7.50,8.44,9.35,10.79,12.94
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.50,8.44,9.35,10.79,12.94
Provision for Income Taxes,2.24,2.20,2.44,2.78,2.64
Net Income After Taxes,5.26,6.24,6.91,8.01,10.30
Net Income Before Extra. Items,5.26,6.24,6.91,8.01,10.30
Net Income,5.26,6.24,6.91,8.01,10.30
Income Available to Com Excl ExtraOrd,5.26,6.24,6.91,8.01,10.30
Income Available to Com Incl ExtraOrd,5.26,6.24,6.91,8.01,10.30
Diluted Net Income,5.26,6.91,6.91,8.01,10.30
Diluted Weighted Average Shares,415.36,415.36,415.36,415.36,415.36
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.02,0.02,0.02
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.03,0.02
Diluted Normalised EPS,0.01,0.02,0.02,0.02,0.02
