Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.50,8.44,9.35,10.79,12.94
Depreciation/Depletion,9.92,9.76,9.57,12.99,13.45
Non-Cash Items,8.03,7.45,6.77,4.66,3.02
Cash Taxes Paid,0.07,0.05,0.05,2.18,2.07
Changes in Working Capital,-8.02,-1.56,-1.12,0.03,-4.85
Cash from Operating Activities,18.10,24.69,25.09,28.92,24.98
Capital Expenditures,-1.14,-1.15,-1.54,-1.54,-1.33
"Other Investing Cash Flow Items, Total",0.06,0.06,0.08,0.04,0.04
Cash from Investing Activities,-1.08,-1.08,-1.47,-1.50,-1.29
Total Cash Dividends Paid,-8.57,-8.57,-11.42,-11.42,-11.42
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-23.47,-23.93,-35.57,-23.56,-25.01
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-6.45,-0.32,-11.95,3.86,-1.32
