Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3032.94,3189.93,3533.26,3890.46,3868.26
Total Revenue,3032.94,3189.93,3533.26,3890.46,3868.26
"Selling/General/Admin. Expenses, Total",340.17,366.65,407.35,449.19,463.39
Depreciation/Amortisation,12.23,18.92,21.19,25.30,30.40
Unusual Expense (Income),2.15,27.45,12.27,0.42,-163.66
"Other Operating Expenses, Total",-2.93,0,0,0,0
Total Operating Expense,2778.32,3028.74,3203.76,3551.84,3340.82
Operating Income,254.63,161.19,329.50,338.62,527.44
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-63.08,-94.95,-98.88,-101.35
"Other, Net",0,8.13,9.43,7.30,-3.07
Net Income Before Taxes,254.63,107.52,243.60,247.07,422.40
Provision for Income Taxes,56.91,51.28,65.38,62.45,50.83
Net Income After Taxes,197.72,56.24,178.21,184.63,371.57
Net Income Before Extra. Items,118.78,1.32,100.39,119.95,321.97
Net Income,118.78,1.32,100.39,119.95,321.97
Income Available to Com Excl ExtraOrd,118.78,1.32,100.39,119.95,321.97
Income Available to Com Incl ExtraOrd,118.78,1.32,100.39,119.95,321.97
Diluted Net Income,118.78,1.32,100.39,119.95,321.97
Diluted Weighted Average Shares,1792.96,1789.87,1846.42,1890.72,2029.46
Diluted EPS Excluding ExtraOrd Items,0.07,0.00,0.05,0.06,0.16
DPS - Common Stock Primary Issue,0.01,0.00,0.01,0.01,0.01
Diluted Normalised EPS,0.07,0.01,0.06,0.06,0.09
