Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,PRESS,ARS,ARS
Revenue,368.90,6.62,2.96,9.77,0.62
Total Revenue,368.90,6.62,2.96,9.77,0.62
"Selling/General/Admin. Expenses, Total",20.48,9.44,10.18,10.07,9.72
Depreciation/Amortisation,0,2.85,0,0.67,0.03
Unusual Expense (Income),-0.15,-0.00,0,-0.08,0.00
"Other Operating Expenses, Total",4.04,-0.90,-0.82,3.56,0.25
Total Operating Expense,376.47,13.08,11.15,19.52,10.54
Operating Income,-7.58,-6.47,-8.19,-9.76,-9.92
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.16,-0.46,-0.41,-0.55
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-7.58,-7.62,-8.64,-10.17,-10.47
Provision for Income Taxes,0.81,-0.27,0.16,-0.06,-0.00
Net Income After Taxes,-8.39,-7.35,-8.81,-10.11,-10.47
Net Income Before Extra. Items,-8.39,-7.35,-8.81,-9.94,-10.47
Net Income,-33.57,-79.86,-17.05,0.49,-2.76
Income Available to Com Excl ExtraOrd,-8.39,-7.35,-8.81,-9.94,-10.47
Income Available to Com Incl ExtraOrd,-33.57,-79.86,-17.05,0.49,-2.76
Diluted Net Income,-33.57,-79.86,-17.05,0.49,-2.76
Diluted Weighted Average Shares,283.69,284.31,285.51,337.82,486.03
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.03,-0.03,-0.03,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.02,-0.02,-0.03,-0.03,-0.02
