Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,10.79,10.71,13.70,8.80
Short Term Investments,0.24,180.79,192.09,186.86,169.98
Cash and Short Term Investments,164.48,191.58,202.80,200.55,178.78
"Accounts Receivable - Trade, Net",3.89,0.59,0.74,0.27,0.58
"Total Receivables, Net",3.73,5.11,5.82,4.38,3.89
Prepaid Expenses,0.84,0.77,0.89,0.66,0.88
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,171.15,199.56,211.70,207.85,185.76
"Property/Plant/Equipment, Total - Gross",209.66,210.31,210.79,282.76,294.22
"Accumulated Depreciation, Total",-82.22,-92.08,-97.25,-107.09,-119.92
"Property/Plant/Equipment, Total - Net",127.44,118.23,113.54,175.68,174.29
"Goodwill, Net",1.42,1.42,1.42,1.42,1.42
"Intangibles, Net",1.78,1.17,0.56,0.07,0.07
Long Term Investments,48.37,46.93,45.76,24.06,20.67
Total Assets,350.16,367.30,372.98,409.08,382.21
Accounts Payable,2.38,2.44,2.19,1.68,2.05
Accrued Expenses,4.23,4.84,4.70,4.42,2.96
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",6.03,6.38,6.07,4.26,3.80
Total Current Liabilities,24.65,25.66,24.95,23.38,30.26
Total Long Term Debt,49.90,35.00,23.00,54.09,42.43
Total Debt,61.90,47.00,35.00,67.11,63.89
Deferred Income Tax,18.65,20.94,21.46,22.30,19.50
"Other Liabilities, Total",4.36,7.31,8.27,8.88,9.01
Total Liabilities,108.03,100.40,89.54,120.66,112.67
"Common Stock, Total",76.99,76.99,76.99,76.99,76.99
Retained Earnings (Accumulated Deficit),168.92,195.87,216.49,225.00,202.94
Treasury Stock - Common,-4.55,-4.20,-4.55,-3.63,-7.51
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.78,-1.75,-5.49,-9.93,-2.88
Total Equity,242.14,266.90,283.44,288.42,269.54
Total Liabilities & Shareholders' Equity,350.16,367.30,372.98,409.08,382.21
Total Common Shares Outstanding,859.01,860.50,860.65,862.68,855.10
"Tangible Book Value per Share, Common Eq",0.28,0.31,0.33,0.33,0.31
