Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,125.16,128.44,117.88,108.83,29.56
Total Revenue,125.16,128.44,117.88,108.83,29.56
"Selling/General/Admin. Expenses, Total",43.59,44.18,44.66,41.34,25.87
Depreciation/Amortisation,11.35,11.50,8.18,9.02,9.47
Unusual Expense (Income),0.01,0.30,0.92,0.03,0.53
"Other Operating Expenses, Total",-0.44,-0.17,-0.37,0.04,-1.68
Total Operating Expense,55.33,56.74,54.18,49.72,28.39
Operating Income,69.82,71.70,63.70,59.11,1.17
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.61,-1.25,-1.23,-2.57,-2.04
"Other, Net",0,0,0,0,0
Net Income Before Taxes,68.21,70.46,62.47,56.54,-0.87
Provision for Income Taxes,19.04,19.84,18.34,16.21,0.80
Net Income After Taxes,49.17,50.62,44.14,40.33,-1.67
Net Income Before Extra. Items,46.46,47.74,41.84,38.09,-0.98
Net Income,46.46,47.74,41.84,38.09,-0.98
Income Available to Com Excl ExtraOrd,46.46,47.74,41.84,38.09,-0.98
Income Available to Com Incl ExtraOrd,46.46,47.74,41.84,38.09,-0.98
Diluted Net Income,46.46,47.74,41.84,38.09,-0.98
Diluted Weighted Average Shares,862.54,859.80,860.96,863.05,860.99
Diluted EPS Excluding ExtraOrd Items,0.05,0.06,0.05,0.04,-0.00
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.03,0.01
Diluted Normalised EPS,0.05,0.06,0.05,0.04,-0.00
