Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,9.01,11.85,11.15,11.96,15.33
"Accounts Receivable - Trade, Net",181.02,192.95,205.59,218.42,219.86
"Total Receivables, Net",182.45,192.95,205.75,218.42,219.86
Prepaid Expenses,0.62,0,0,0,0
"Other Current Assets, Total",3.42,4.09,4.19,4.03,4.49
Total Current Assets,218.54,238.89,255.90,267.60,282.08
"Property/Plant/Equipment, Total - Gross",11.75,0,0,0,0
"Accumulated Depreciation, Total",-8.75,0,0,0,0
"Property/Plant/Equipment, Total - Net",2.99,5.03,4.47,14.58,33.73
"Goodwill, Net",1.71,0,0,0,0
"Intangibles, Net",0.38,3.01,4.46,4.30,4.15
Long Term Investments,0,5.47,5.47,5.47,6.50
Total Assets,223.66,252.46,270.52,308.49,383.96
Accounts Payable,5.22,13.84,21.87,25.50,23.47
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,142.76,7.32,5.93,3.32,0.96
"Other Current liabilities, Total",5.34,2.62,3.73,4.95,7.27
Total Current Liabilities,155.38,177.37,194.02,206.33,212.87
Total Long Term Debt,1.52,2.92,0.80,18.53,66.84
Total Debt,146.34,163.84,169.22,194.40,248.97
Deferred Income Tax,0.14,0.17,0.03,0.10,0.09
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,159.41,183.13,198.46,229.67,286.38
"Common Stock, Total",56.14,56.14,56.14,56.14,56.14
Retained Earnings (Accumulated Deficit),8.10,13.19,15.92,22.68,41.44
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,64.25,69.34,72.06,78.82,97.58
Total Liabilities & Shareholders' Equity,223.66,252.46,270.52,308.49,383.96
Total Common Shares Outstanding,353.80,353.80,353.80,353.80,353.80
"Tangible Book Value per Share, Common Eq",0.18,0.19,0.19,0.21,0.26
