Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,58.44,69.98,131.13,113.25,80.40
Total Revenue,58.44,69.98,131.13,113.25,80.40
"Selling/General/Admin. Expenses, Total",39.42,40.36,41.98,42.23,36.95
Depreciation/Amortisation,0.71,0.52,0.76,1.85,1.96
Unusual Expense (Income),0.00,-8.99,0.00,0,3.64
"Other Operating Expenses, Total",4.94,10.62,7.55,2.34,-0.99
Total Operating Expense,-51.02,-181.98,-169.29,-36.02,80.41
Operating Income,109.45,251.95,300.42,149.26,-0.01
"Interest Inc.(Exp.),Net-Non-Op., Total",-26.17,-24.19,-26.81,-24.20,-16.48
"Other, Net",0,0,0,-5.28,-5.62
Net Income Before Taxes,83.28,227.77,273.61,119.78,-22.12
Provision for Income Taxes,1.33,4.45,4.65,5.00,4.18
Net Income After Taxes,81.95,223.32,268.96,114.79,-26.30
Net Income Before Extra. Items,72.99,178.07,188.92,112.51,-8.70
Net Income,72.99,178.07,188.92,112.51,-8.70
Income Available to Com Excl ExtraOrd,72.99,178.07,188.92,112.51,-8.70
Income Available to Com Incl ExtraOrd,72.99,178.07,188.92,112.51,-8.70
Diluted Net Income,72.99,178.07,188.92,112.51,-8.70
Diluted Weighted Average Shares,693.02,693.02,693.02,685.14,672.65
Diluted EPS Excluding ExtraOrd Items,0.11,0.26,0.27,0.16,-0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.11,0.24,0.27,0.16,-0.01
