Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,4.22,3.93,9.18,17.95,5.78
Short Term Investments,73.50,48.49,59.02,56.09,61.96
Cash and Short Term Investments,77.72,52.42,68.20,74.03,67.74
"Accounts Receivable - Trade, Net",1.38,1.88,0.94,1.09,1.88
"Total Receivables, Net",2.94,3.18,2.79,2.79,4.38
Prepaid Expenses,1.41,5.69,1.28,1.16,1.15
"Other Current Assets, Total",0.47,0.49,2.81,0.54,10.60
Total Current Assets,327.72,298.25,274.02,259.53,257.27
"Property/Plant/Equipment, Total - Gross",8.09,8.23,9.40,12.52,11.66
"Accumulated Depreciation, Total",-5.99,-6.04,-6.52,-7.06,-7.89
"Property/Plant/Equipment, Total - Net",2.10,2.19,2.88,5.46,3.77
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.19,0.18,0.22,0,0
Long Term Investments,2562.57,2823.13,3092.45,3193.54,3156.54
Total Assets,2899.33,3131.94,3379.95,3469.67,3421.60
Accounts Payable,15.19,10.51,7.43,6.52,5.73
Accrued Expenses,31.26,36.63,25.95,21.59,14.72
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",31.51,24.20,29.32,31.12,29.52
Total Current Liabilities,83.18,249.52,185.33,61.02,68.80
Total Long Term Debt,729.48,620.59,653.99,781.34,767.19
Total Debt,734.71,798.76,776.62,783.14,786.03
Deferred Income Tax,0.47,0.39,0.41,0.26,0.36
"Other Liabilities, Total",13.82,11.69,11.76,11.59,11.82
Total Liabilities,1345.63,1421.55,1484.23,1476.72,1455.65
"Common Stock, Total",186.69,186.69,186.69,186.69,186.69
Retained Earnings (Accumulated Deficit),1494.83,1639.19,1821.00,1929.78,1914.49
Treasury Stock - Common,-101.05,-101.05,-101.05,-111.18,-120.38
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-26.77,-14.44,-10.92,-12.34,-14.85
Total Equity,1553.69,1710.39,1895.71,1992.94,1965.95
Total Liabilities & Shareholders' Equity,2899.33,3131.94,3379.95,3469.67,3421.60
Total Common Shares Outstanding,693.02,693.02,693.02,681.53,667.09
"Tangible Book Value per Share, Common Eq",2.24,2.47,2.74,2.92,2.95
