Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,83.28,227.77,273.61,119.78,-22.12
Depreciation/Depletion,0.71,0.52,0.76,1.85,1.96
Non-Cash Items,-71.33,-218.42,-222.69,-77.14,53.17
Cash Taxes Paid,0.27,2.42,1.73,5.25,3.99
Changes in Working Capital,6.58,0.38,29.81,10.78,-6.70
Cash from Operating Activities,19.24,10.25,81.49,55.27,26.32
Capital Expenditures,-0.41,-0.65,-1.74,-2.28,-0.25
"Other Investing Cash Flow Items, Total",-61.57,-61.34,-30.82,-11.25,7.60
Cash from Investing Activities,-61.98,-61.99,-32.56,-13.52,7.34
Total Cash Dividends Paid,-6.93,-6.93,-6.93,-8.89,-6.70
"Issuance (Retirement) of Stock, Net",0,0,0,-10.13,-9.19
Cash from Financing Activities,-45.89,31.15,-50.35,-51.26,-32.15
Foreign Exchange Effects,2.24,-6.14,0.86,-0.28,-0.65
Net Change in Cash,-86.39,-26.75,-0.57,-9.79,0.87
