Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,5.47,10.24,0.00,0.00
Total Revenue,0.00,5.47,10.24,0.00,0.00
"Selling/General/Admin. Expenses, Total",0.02,1.67,9.02,1.33,15.53
Depreciation/Amortisation,0.00,0.00,0.55,0.02,0.01
Unusual Expense (Income),0,-4.04,0.00,-11.23,-19.33
"Other Operating Expenses, Total",1.83,2.54,4.82,1.61,1.28
Total Operating Expense,1.85,0.16,11.52,-8.27,-3.70
Operating Income,-1.85,5.31,-1.28,8.27,3.70
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.85,5.31,-1.28,8.27,3.70
Provision for Income Taxes,0.00,0.92,0.14,0.00,0.00
Net Income After Taxes,-1.85,4.39,-1.42,8.27,3.70
Net Income Before Extra. Items,-1.85,4.39,-2.30,14.23,9.19
Net Income,-2.04,3.34,-2.30,-15.57,-4.91
Income Available to Com Excl ExtraOrd,-1.85,4.39,-2.30,14.23,9.19
Income Available to Com Incl ExtraOrd,-2.04,3.34,-2.30,-15.57,-4.91
Diluted Net Income,-2.04,3.34,-2.30,-15.57,-4.91
Diluted Weighted Average Shares,78.00,78.00,78.00,78.00,78.00
Diluted EPS Excluding ExtraOrd Items,-0.02,0.06,-0.03,0.18,0.12
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.02,0.01,-0.03,0.04,-0.13
