Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-2.04,4.39,-1.42,-21.53,-10.40
Depreciation/Depletion,1.05,1.33,0.03,0.03,0.02
Non-Cash Items,1.45,-2.17,-56.24,1.48,-9.78
Cash Taxes Paid,0.48,0.05,0.92,0.28,0.00
Changes in Working Capital,3.65,-0.60,42.70,27.25,16.43
Cash from Operating Activities,4.10,2.95,-14.42,8.27,-2.99
Capital Expenditures,-3.62,-1.35,-0.28,-0.03,0.00
"Other Investing Cash Flow Items, Total",-1.93,-6.80,8.85,-0.51,-0.00
Cash from Investing Activities,-5.55,-8.15,8.58,-0.54,-0.00
Total Cash Dividends Paid,-1.26,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-6.21,2.51,0.00,0,-5.50
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-7.66,-2.69,-5.84,7.74,-8.49
