Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,23.45,24.81,31.48,23.81,21.36
Total Revenue,23.45,24.81,31.48,23.81,21.36
"Selling/General/Admin. Expenses, Total",7.75,7.68,8.28,8.69,7.91
Depreciation/Amortisation,0.08,0.09,0.10,0.19,0.28
Unusual Expense (Income),0.13,0,0.51,0.22,0
"Other Operating Expenses, Total",0.04,0.92,0.11,0.21,0.26
Total Operating Expense,16.04,21.99,27.77,20.12,18.34
Operating Income,7.41,2.81,3.70,3.70,3.02
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,-0.03,-0.14,-0.13
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.41,2.81,3.68,3.56,2.89
Provision for Income Taxes,0.95,0.51,0.29,0.69,0.77
Net Income After Taxes,6.46,2.30,3.38,2.87,2.12
Net Income Before Extra. Items,5.33,1.17,2.34,2.08,1.29
Net Income,5.33,1.17,2.34,2.08,1.29
Income Available to Com Excl ExtraOrd,5.33,1.17,2.34,2.08,1.29
Income Available to Com Incl ExtraOrd,5.33,1.17,2.34,2.08,1.29
Diluted Net Income,5.33,1.17,2.34,2.08,1.29
Diluted Weighted Average Shares,31.96,31.96,31.96,31.96,31.96
Diluted EPS Excluding ExtraOrd Items,0.17,0.04,0.07,0.06,0.04
DPS - Common Stock Primary Issue,0.03,0.03,0.01,0.01,0
Diluted Normalised EPS,0.17,0.04,0.09,0.07,0.04
