Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,77265.52,89386.99,73135.94,60286.37,75478.74
Total Revenue,77265.52,89386.99,73135.94,60286.37,75478.74
"Selling/General/Admin. Expenses, Total",5435.96,5859.06,5258.70,4570.60,4782.75
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),62.12,0.79,12.89,25.69,85.59
"Other Operating Expenses, Total",-173.25,-683.71,-232.65,-279.20,-347.30
Total Operating Expense,78069.23,89758.31,70047.67,59630.72,57943.67
Operating Income,-803.71,-371.32,3088.26,655.65,17535.07
"Interest Inc.(Exp.),Net-Non-Op., Total",-269.26,-1026.59,-682.06,-723.29,-471.02
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1072.97,-1397.91,2406.20,-67.65,17064.05
Provision for Income Taxes,-283.24,20.63,244.70,-15.57,1667.48
Net Income After Taxes,-789.73,-1418.54,2161.50,-52.07,15396.57
Net Income Before Extra. Items,-757.99,-1437.05,2064.36,-148.54,9531.21
Net Income,-757.99,-1437.05,2064.36,-148.54,9531.21
Income Available to Com Excl ExtraOrd,-757.99,-1437.05,2064.36,-148.54,9531.21
Income Available to Com Incl ExtraOrd,-757.99,-1437.05,2064.36,-148.54,9531.21
Diluted Net Income,-757.99,-1437.05,2064.36,-148.54,9531.21
Diluted Weighted Average Shares,1379.37,1370.20,1536.00,1536.00,1536.00
Diluted EPS Excluding ExtraOrd Items,-0.55,-1.05,1.34,-0.10,6.21
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.52,-1.05,1.35,-0.09,6.26
