Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,249.16,265.06,271.32,301.10,242.39
Total Revenue,249.16,265.06,271.32,301.10,242.39
"Selling/General/Admin. Expenses, Total",24.98,28.21,29.89,28.65,23.28
Depreciation/Amortisation,0.43,1.36,1.36,1.27,0.82
Unusual Expense (Income),-13.20,9.29,0.07,6.28,0.45
"Other Operating Expenses, Total",-0.48,-6.50,-4.80,-7.68,-7.18
Total Operating Expense,223.10,264.00,262.99,312.60,231.10
Operating Income,26.06,1.05,8.34,-11.49,11.29
"Interest Inc.(Exp.),Net-Non-Op., Total",1.85,-0.40,-2.34,-3.48,-2.27
"Other, Net",0,0,0,-0.85,-0.89
Net Income Before Taxes,27.91,0.66,5.99,-15.82,8.13
Provision for Income Taxes,2.30,0.96,1.80,2.25,0.62
Net Income After Taxes,25.61,-0.30,4.20,-18.08,7.51
Net Income Before Extra. Items,15.90,2.73,4.22,-15.23,7.59
Net Income,15.90,2.73,4.22,-15.23,7.59
Income Available to Com Excl ExtraOrd,15.90,2.73,4.22,-15.23,7.59
Income Available to Com Incl ExtraOrd,15.90,2.73,4.22,-15.23,7.59
Diluted Net Income,15.90,2.73,4.22,-15.23,7.59
Diluted Weighted Average Shares,439.43,439.43,439.43,439.43,439.43
Diluted EPS Excluding ExtraOrd Items,0.04,0.01,0.01,-0.03,0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0,0.02
Diluted Normalised EPS,0.01,0.02,0.01,-0.03,0.02
