Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,25.61,-0.30,4.20,-18.08,8.13
Depreciation/Depletion,11.30,15.26,17.79,21.37,18.64
Non-Cash Items,-12.44,11.09,-3.65,12.89,4.28
Cash Taxes Paid,3.38,3.12,2.58,1.73,1.91
Changes in Working Capital,-4.65,-8.49,-41.99,12.71,17.02
Cash from Operating Activities,19.82,17.56,-23.65,28.89,48.07
Capital Expenditures,-17.52,-36.32,-23.62,-12.63,-4.30
"Other Investing Cash Flow Items, Total",-28.05,7.95,35.52,-2.66,0.33
Cash from Investing Activities,-45.57,-28.38,11.91,-15.29,-3.96
Total Cash Dividends Paid,-7.03,-7.47,-7.03,-3.96,-6.59
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,15.84,-8.03,5.93,-21.23,-43.75
Foreign Exchange Effects,-0.58,-1.06,-0.19,-0.27,-1.09
Net Change in Cash,-10.49,-19.90,-6.00,-7.89,-0.73
