Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.14,20.55,21.67,20.09,9.48
Total Revenue,15.14,20.55,21.67,20.09,9.48
"Selling/General/Admin. Expenses, Total",5.77,6.58,8.71,7.65,6.84
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-7.62,-2.70,0.00,0.00,0
"Other Operating Expenses, Total",-0.27,-0.24,0.23,2.09,17.80
Total Operating Expense,16.92,15.65,23.07,23.18,33.98
Operating Income,-1.78,4.90,-1.40,-3.09,-24.50
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",-0.60,-1.19,0,0,0
Net Income Before Taxes,-2.38,3.71,-1.40,-3.09,-24.50
Provision for Income Taxes,-0.13,0.70,0.32,0.35,-1.37
Net Income After Taxes,-2.25,3.01,-1.72,-3.43,-23.13
Net Income Before Extra. Items,-2.05,2.98,-2.14,-3.16,-22.91
Net Income,-2.42,2.98,-2.14,-3.16,-22.91
Income Available to Com Excl ExtraOrd,-2.05,2.98,-2.14,-3.16,-22.91
Income Available to Com Incl ExtraOrd,-2.42,2.98,-2.14,-3.16,-22.91
Diluted Net Income,-2.42,2.98,-2.14,-3.16,-22.91
Diluted Weighted Average Shares,398.77,458.27,790.64,1088.66,1582.90
Diluted EPS Excluding ExtraOrd Items,-0.01,0.01,-0.00,-0.00,-0.01
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.02,0.00,-0.00,-0.00,-0.01
