Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-2.38,3.71,-1.40,-3.09,-24.50
Depreciation/Depletion,0.21,0.68,2.02,2.13,1.92
Non-Cash Items,-6.63,-2.60,1.11,1.93,20.03
Cash Taxes Paid,0.39,0.43,0.50,0.41,0.35
Changes in Working Capital,15.16,-4.76,-2.92,0.78,1.19
Cash from Operating Activities,6.39,-2.83,-0.62,2.25,-1.04
Capital Expenditures,-0.42,-0.86,-2.36,-0.90,-0.08
"Other Investing Cash Flow Items, Total",2.15,-3.64,0.40,-0.24,-1.06
Cash from Investing Activities,1.73,-4.50,-1.96,-1.14,-1.15
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,4.26,-0.07,-0.26,3.60
Cash from Financing Activities,-8.04,7.11,-0.75,0.32,2.40
Foreign Exchange Effects,-0.10,0.53,-0.16,0.04,-0.08
Net Change in Cash,-0.01,0.30,-3.49,1.47,0.13
