Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,PRESS,PRESS
Revenue,92.02,96.01,0.03,0.00,0.00
Total Revenue,92.02,96.01,0.03,0.00,0.00
"Selling/General/Admin. Expenses, Total",23.67,18.95,20.04,1.24,0.63
Depreciation/Amortisation,11.74,11.88,0.00,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,63.61,60.59,20.04,1.24,0.63
Operating Income,28.41,35.42,-20.01,-1.24,-0.63
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.85,0.83,-11.70,0.24,0.03
"Other, Net",-0.74,-0.94,-0.04,0,0
Net Income Before Taxes,24.83,35.31,-31.75,-1.00,-0.60
Provision for Income Taxes,1.37,19.77,7.95,0.02,-0.01
Net Income After Taxes,23.45,15.54,-39.70,-1.02,-0.59
Net Income Before Extra. Items,23.45,15.54,-39.70,-1.02,-0.59
Net Income,134.95,15.54,-22.57,-1.02,-0.59
Income Available to Com Excl ExtraOrd,23.45,15.54,-39.70,-1.02,-0.59
Income Available to Com Incl ExtraOrd,134.95,15.54,-22.57,-1.02,-0.59
Diluted Net Income,134.95,15.54,-22.57,-1.02,-0.59
Diluted Weighted Average Shares,801.87,807.57,810.66,811.40,811.40
Diluted EPS Excluding ExtraOrd Items,0.03,0.02,-0.05,-0.00,-0.00
DPS - Common Stock Primary Issue,0.06,0.02,0.04,0.00,0
Diluted Normalised EPS,0.03,0.02,-0.05,-0.00,-0.00
