Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,PRESS,PRESS
Net Income/Starting Line,24.83,35.31,-31.75,-1.00,-0.60
Depreciation/Depletion,13.28,11.88,8.49,0.00,0
Non-Cash Items,24.57,-3.42,43.15,-0.24,-0.03
Cash Taxes Paid,20.60,5.86,19.68,0.02,-0.01
Changes in Working Capital,0.81,-6.11,21.57,-0.50,0.40
Cash from Operating Activities,63.48,37.66,41.47,-1.74,-0.23
Capital Expenditures,-17.15,-14.82,-3.38,0.00,0
"Other Investing Cash Flow Items, Total",205.20,-27.79,897.55,0.00,0
Cash from Investing Activities,188.05,-42.61,894.17,0.00,0
Total Cash Dividends Paid,-257.74,-28.97,-671.69,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-250.21,5.80,-924.02,0.00,0
Foreign Exchange Effects,0.10,-0.05,-0.34,0.00,0
Net Change in Cash,1.42,0.80,11.28,-1.74,-0.23
