Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.06,-1.13,-2.89,-3.45,-8.62
Depreciation/Depletion,0.01,0.00,0.03,0.44,1.56
Non-Cash Items,0.00,0,0.00,0.00,5.52
Cash Taxes Paid,0.00,0.01,0.01,0.00,0.02
Changes in Working Capital,0.07,-0.15,-0.26,1.03,0.15
Cash from Operating Activities,-0.99,-1.27,-3.06,-1.90,-1.32
Capital Expenditures,-0.00,-0.00,-0.34,-2.06,-0.22
"Other Investing Cash Flow Items, Total",0.00,-0.02,-0.78,-0.19,0.16
Cash from Investing Activities,-0.00,-0.02,-1.12,-2.25,-0.06
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,3.56,3.94,0.56,0.45
Cash from Financing Activities,0.00,3.41,3.72,2.71,1.17
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-0.99,2.12,-0.45,-1.44,-0.22
