Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,385737.76,460279.85,338577.89,262153.34,279903.23
Total Revenue,385737.76,460279.85,338577.89,262153.34,279903.23
"Selling/General/Admin. Expenses, Total",41337.99,46354.04,50241.00,49771.81,56613.99
Depreciation/Amortisation,973.04,1059.10,1052.03,2181.02,2156.43
Unusual Expense (Income),4212.38,10292.18,-2974.11,-798.22,4121.49
"Other Operating Expenses, Total",-4697.73,-9501.68,-2796.61,-3841.53,895.66
Total Operating Expense,315862.21,390410.65,343040.74,301214.19,288590.29
Operating Income,69875.55,69869.19,-4462.85,-39060.85,-8687.06
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,69875.55,69869.19,-4462.85,-39060.85,-8687.06
Provision for Income Taxes,21381.42,24238.55,3046.75,1604.92,-1272.82
Net Income After Taxes,48494.13,45630.64,-7509.60,-40665.78,-7414.24
Net Income Before Extra. Items,46423.26,42686.59,-7395.85,-38512.72,-7222.96
Net Income,46423.26,42686.59,-7395.85,-38512.72,-7222.96
Income Available to Com Excl ExtraOrd,46423.26,42686.59,-7395.85,-38512.72,-7222.96
Income Available to Com Incl ExtraOrd,46423.26,42686.59,-7395.85,-38512.72,-7222.96
Diluted Net Income,46423.26,42686.59,-7395.85,-38512.72,-7222.96
Diluted Weighted Average Shares,202.12,197.83,196.33,196.02,200.72
Diluted EPS Excluding ExtraOrd Items,229.68,215.77,-37.67,-196.47,-35.99
DPS - Common Stock Primary Issue,280.04,101.44,0,0,0
Diluted Normalised EPS,244.14,249.75,-47.52,-199.12,-22.64
