Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 May 2016,31 May 2017,31 May 2018,31 May 2019,31 May 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.47,-4.33,-2.19,0.57,-2.87
Depreciation/Depletion,0.25,0.36,0.35,0.49,0.86
Non-Cash Items,0.21,2.62,0.18,0.23,0.90
Cash Taxes Paid,0.19,-0.06,0.07,0.03,0.03
Changes in Working Capital,-0.40,-1.66,-1.52,-2.79,1.87
Cash from Operating Activities,-0.76,-2.37,-3.13,-1.50,0.76
Capital Expenditures,-0.54,-0.19,-0.28,-0.34,-0.13
"Other Investing Cash Flow Items, Total",0.04,-0.02,-0.02,0.07,0.01
Cash from Investing Activities,-0.50,-0.22,-0.30,-0.26,-0.13
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",6.00,0.00,0,0,0
Cash from Financing Activities,3.74,-0.37,1.75,1.54,-0.55
Foreign Exchange Effects,-0.07,-0.01,-0.00,-0.01,-0.00
Net Change in Cash,2.41,-2.96,-1.68,-0.24,0.08
