Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 May 2016,31 May 2017,31 May 2018,31 May 2019,31 May 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,18.22,14.24,13.92,17.91,11.51
Total Revenue,18.22,14.24,13.92,17.91,11.51
"Selling/General/Admin. Expenses, Total",4.57,4.57,3.04,2.85,3.18
Depreciation/Amortisation,0,0,0.40,0.49,0.86
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",1.44,3.03,2.18,2.21,1.74
Total Operating Expense,19.68,18.57,16.11,17.20,14.22
Operating Income,-1.47,-4.33,-2.19,0.70,-2.71
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-0.12,-0.14
"Other, Net",0,0,0,-0.01,-0.01
Net Income Before Taxes,-1.47,-4.33,-2.19,0.57,-2.87
Provision for Income Taxes,0.03,-0.01,-0.21,0.03,0.29
Net Income After Taxes,-1.50,-4.32,-1.98,0.53,-3.16
Net Income Before Extra. Items,-1.50,-4.32,-1.98,0.53,-3.16
Net Income,-1.50,-4.32,-1.98,0.53,-3.16
Income Available to Com Excl ExtraOrd,-1.50,-4.32,-1.98,0.53,-3.16
Income Available to Com Incl ExtraOrd,-1.50,-4.32,-1.98,0.53,-3.16
Diluted Net Income,-1.50,-4.32,-1.98,0.53,-3.16
Diluted Weighted Average Shares,147.20,152.00,152.00,152.00,152.00
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.03,-0.01,0.00,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.02,-0.01,0.00,-0.02
