Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-7.82,-3.40,0.65,2.19,-3.61
Depreciation/Depletion,2.41,2.74,2.26,6.55,3.29
Non-Cash Items,-1.07,-1.69,-2.18,-2.31,1.75
Cash Taxes Paid,0.24,0.00,-0.01,0.01,0.09
Changes in Working Capital,22.10,9.85,6.02,-2.12,4.71
Cash from Operating Activities,15.61,7.50,6.75,4.31,6.15
Capital Expenditures,-0.47,-2.81,-1.62,-2.52,-1.81
"Other Investing Cash Flow Items, Total",-0.56,0.29,2.90,17.40,1.56
Cash from Investing Activities,-1.02,-2.52,1.29,14.88,-0.25
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,-0.42,-0.25,-0.18
Cash from Financing Activities,-16.19,-7.25,-5.94,-21.76,4.30
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-1.60,-2.26,2.10,-2.57,10.20
